,Plate 96,Well 96,Chemical name,Prestwick number,CAS number,Chemical formula,Class,Effect
650,Plate07,G03,Probenecid,Prestw-542,57-66-9,C13H19NO4S,['Metabolism'],"['Antigout', 'Uricosuric']"
651,Plate07,G04,Betahistine mesylate,Prestw-543,54856-23-4,C10H20N2O6S2,['Allergology'],['Vasodilator']
652,Plate07,G05,Tobramycin,Prestw-544,32986-56-4,C18H37N5O9,"['Infectiology', 'Metabolism']",['Antibacterial']
653,Plate07,G06,Tetramisole hydrochloride,Prestw-545,5086-74-8,C11H13ClN2S,"['Immunology', 'Infectiology']","['Antihelmintic', 'Antiparasitic', 'Immunomodulator']"
654,Plate07,G07,Pregnenolone,Prestw-546,145-13-1,C21H32O2,['Endocrinology'],"['Anabolic', 'Anti-inflammatory']"
655,Plate07,G08,Molsidomine,Prestw-547,25717-80-0,C9H14N4O4,"['Cardiovascular', 'Hematology']","['Antianginal', 'Anticoagulant', 'Antiplatelet', 'Vasodilator']"
656,Plate07,G09,Chloroquine diphosphate,Prestw-548,50-63-5,C18H32ClN3O8P2,['Metabolism'],"['Anti-inflammatory', 'Antimalarial', 'Antiprotozoal']"
657,Plate07,G10,Trimetazidine dihydrochloride,Prestw-549,13171-25-0,C14H24Cl2N2O3,['Cardiovascular'],"['Antianginal', 'Anti-ischemic', 'Vasodilator']"
658,Plate07,G11,Parthenolide,Prestw-550,20554-84-1,C15H20O3,['Metabolism'],"['Anti-inflammatory', 'Antispastic']"
659,Plate07,G12,DMSO,,,,,
660,Plate07,H01,DMSO,,,,,
661,Plate07,H02,Hexetidine,Prestw-551,141-94-6,C21H45N3,['Infectiology'],"['Antifungal', 'Antiseptic']"
662,Plate07,H03,Selegiline hydrochloride,Prestw-552,14611-52-0,C13H18ClN,['Central Nervous System'],['Antiparkinsonian']
663,Plate07,H04,Pentamidine isethionate,Prestw-553,140-64-7,C23H36N4O10S2,['Infectiology'],"['Antifungal', 'Antiparasitic', 'Antiprotozoal']"
664,Plate07,H05,Tolazamide,Prestw-554,1156-19-0,C14H21N3O3S,['Metabolism'],['Antidiabetic']
665,Plate07,H06,Nifuroxazide,Prestw-555,965-52-6,C12H9N3O5,"['Infectiology', 'Metabolism']",['Antibacterial']
666,Plate07,H07,Mirtazapine,Prestw-1144,61337-67-5,C17H19N3,['Central Nervous System'],['Antidepressant']
667,Plate07,H08,Dirithromycin,Prestw-557,62013-04-1,C42H78N2O14,"['Infectiology', 'Metabolism']",['Antibacterial']
668,Plate07,H09,Gliclazide,Prestw-558,21187-98-4,C15H21N3O3S,['Metabolism'],"['Anticoagulant', 'Antidiabetic']"
669,Plate07,H10,DO 897/99,Prestw-559,not available,C26H33Cl2N3O2,['Central Nervous System'],['Antidepressant']
670,Plate07,H11,Prenylamine lactate,Prestw-560,69-43-2,C27H33NO3,"['Cardiovascular', 'Central Nervous System']","['Antianginal', 'Anxiolytic', 'Vasodilator']"
671,Plate07,H12,DMSO,,,,,
672,Plate08,A01,DMSO,,,,,
673,Plate08,A02,Ziprasidone  Hydrochloride,Prestw-1188,138982-67-9,C21H22Cl2N4OS,['Central Nervous System'],['Antipsychotic']
674,Plate08,A03,Mevastatin,Prestw-1441,73573-88-3,C23H34O5,['Cardiovascular'],['Hypocholesterolemic']
675,Plate08,A04,Pyridostigmine iodide,Prestw-1322,4685-03-4,C9H13IN2O2,['Central Nervous System'],[nan]
676,Plate08,A05,Pentobarbital,Prestw-1491,76-74-4,C11H18N2O3,['Central Nervous System'],"['Anesthetic', 'Hypnotic', 'Sedative']"
677,Plate08,A06,Atropine sulfate monohydrate,Prestw-565,5908-99-6,C34H50N2O11S,['Ophthalmology'],"['Antispastic', 'Mydriatic']"
678,Plate08,A07,Eserine hemisulfate salt,Prestw-566,64-47-1,C30H44N6O8S,"['Central Nervous System', 'Neuromuscular', 'Ophthalmology']",['Antiglaucoma']
679,Plate08,A08,Itraconazole,Prestw-1139,84625-61-6,C35H38Cl2N8O4,"['Infectiology', 'Metabolism']",['Antifungal']
680,Plate08,A09,Acarbose,Prestw-1174,56180-94-0,C25H43NO18,['Endocrinology'],['Antidiabetic']
681,Plate08,A10,Entacapone,Prestw-1403,130929-57-6,C14H15N3O5,['Central Nervous System'],['Antiparkinsonian']
682,Plate08,A11,Nicotinamide,Prestw-1449,98-92-0,C6H6N2O,['Dermatology'],[nan]
683,Plate08,A12,DMSO,,,,,
684,Plate08,B01,DMSO,,,,,
685,Plate08,B02,Tetracaïne hydrochloride,Prestw-571,136-47-0,C15H25ClN2O2,['Neuromuscular'],[nan]
686,Plate08,B03,Mometasone furoate,Prestw-572,83919-23-7,C27H30Cl2O6,['Endocrinology'],['Anti-inflammatory']
687,Plate08,B04,Troglitazone,Prestw-1467,97322-87-7,C24H27NO5S,['Metabolism'],"['Antidiabetic', 'Anti-inflammatory']"
688,Plate08,B05,Dacarbazine,Prestw-574,4342-03-4,C6H10N6O,['Oncology'],['Antineoplastic']
689,Plate08,B06,Tenatoprazole,Prestw-1351,113712-98-4,C16H18N4O3S,['Metabolism'],['Antiulcer']
690,Plate08,B07,Acetopromazine maleate salt,Prestw-576,3598-37-6,C23H26N2O5S,['Central Nervous System'],"['Antiemetic', 'Antipsychotic', 'Antitussive', 'Sedative']"
691,Plate08,B08,Escitalopram oxalate,Prestw-1271,128196-01-0,C22H23FN2O5,['Central Nervous System'],['Antidepressant']
692,Plate08,B09,Ropinirole HCl,Prestw-1158,91374-20-8,C16H25ClN2O,['Central Nervous System'],['Antiparkinsonian']
693,Plate08,B10,Lacidipine,Prestw-1297,103890-78-4,C26H33NO6,['Cardiovascular'],['Antihypertensive']
694,Plate08,B11,Argatroban,Prestw-1228,74863-84-6,C23H36N6O5S,['Hematology'],['Anticoagulant']
695,Plate08,B12,DMSO,,,,,
696,Plate08,C01,DMSO,,,,,
697,Plate08,C02,Reboxetine mesylate,Prestw-1328,98769-81-4,C20H27NO6S,['Central Nervous System'],['Antidepressant']
698,Plate08,C03,Camylofine chlorhydrate,Prestw-1498,54-30-8,C19H34Cl2N2O2,[nan],[nan]
699,Plate08,C04,Papaverine hydrochloride,Prestw-583,61-25-6,C20H22ClNO4,"['Cardiovascular', 'Gastroenterology', 'Respiratory']","['Antispastic', 'Antitussive', 'Erectile dysfunction treatment', 'Vasodilator']"
700,Plate08,C05,Yohimbine hydrochloride,Prestw-584,65-19-0,C21H27ClN2O3,['Cardiovascular'],"['Erectile dysfunction treatment', 'Vasodilator']"
701,Plate08,C06,Voriconazole,Prestw-1500,137234-62-9,C16H14F3N5O,"['Infectiology', 'Metabolism']",['Antifungal']
702,Plate08,C07,Alfacalcidol,Prestw-1211,41294-56-8,C27H44O2,['Metabolism'],['Antiosteoporetic']
703,Plate08,C08,Cilostazol,Prestw-587,73963-72-1,C20H27N5O2,['Hematology'],['Anticoagulant']
704,Plate08,C09,Galanthamine hydrobromide,Prestw-588,1953-04-4,C17H22BrNO3,['Central Nervous System'],"['Analgesic', 'Anti-Alzheimer', 'Anti-fatigue']"
705,Plate08,C10,Azelastine HCl,Prestw-1130,79307-93-0,C22H25Cl2N3O,['Immunology'],['Antihistaminic']
706,Plate08,C11,Etretinate,Prestw-1409,54350-48-0,C23H30O3,['Dermatology'],['Antipsoriatic']
707,Plate08,C12,DMSO,,,,,
708,Plate08,D01,DMSO,,,,,
709,Plate08,D02,Emedastine,Prestw-1274,87233-61-2,C25H34N4O9,['Allergology'],['Antihistaminic']
710,Plate08,D03,Etofenamate,Prestw-1407,30544-47-9,C18H18F3NO4,['Metabolism'],['Anti-inflammatory']
711,Plate08,D04,Zaleplon,Prestw-1369,151319-34-5,C17H15N5O,['Central Nervous System'],"['Hypnotic', 'Sedative']"
712,Plate08,D05,Diclofenac sodium,Prestw-594,15307-79-6,C14H10Cl2NNaO2,"['Central Nervous System', 'Metabolism']",['Anti-inflammatory']
713,Plate08,D06,Exemestane,Prestw-1410,107868-30-4,C20H24O2,"['Endocrinology', 'Oncology']",['Antineoplastic']
714,Plate08,D07,Fomepizole,Prestw-1499,7554-65-6,C4H6N2,['Metabolism'],[nan]
715,Plate08,D08,Temozolomide,Prestw-1183,85622-93-1,C6H6N6O2,['Oncology'],['Antineoplastic']
716,Plate08,D09,Xylazine,Prestw-598,7361-61-7,C12H16N2S,['Central Nervous System'],"['Analgesic', 'Sedative']"
717,Plate08,D10,Celiprolol HCl,Prestw-1132,57470-78-7,C20H34ClN3O4,['Cardiovascular'],"['Antianginal', 'Antihypertensive']"
718,Plate08,D11,Zopiclone,Prestw-1367,43200-80-2,C17H17ClN6O3,['Central Nervous System'],"['Hypnotic', 'Sedative']"
719,Plate08,D12,DMSO,,,,,
720,Plate08,E01,DMSO,,,,,
721,Plate08,E02,Tranilast,Prestw-1198,53902-12-8,C18H17NO5,['Allergology'],['Antiallergic']
722,Plate08,E03,Tizanidine HCl,Prestw-1182,51322-75-9,C9H9Cl2N5S,['Metabolism'],['Muscle relaxant']
723,Plate08,E04,Zafirlukast,Prestw-1364,107753-78-6,C31H33N3O6S,['Respiratory'],['Antiasthmatic']
724,Plate08,E05,Butenafine Hydrochloride,Prestw-1252,101828-21-1,C23H28ClN,"['Infectiology', 'Metabolism']",['Antifungal']
725,Plate08,E06,Carbadox,Prestw-1121,6804-07-5,C11H10N4O4,['Infectiology'],['Antibacterial']
726,Plate08,E07,Rimantadine Hydrochloride,Prestw-1331,13392-28-4,C12H22ClN,['Infectiology'],['Antiviral']
727,Plate08,E08,Eburnamonine (-),Prestw-607,4880-88-0,C19H22N2O,['Central Nervous System'],['Vasodilator']
728,Plate08,E09,Oxibendazol,Prestw-1460,20559-55-1,C12H15N3O3,['Metabolism'],[nan]
729,Plate08,E10,Ipsapirone,Prestw-1292,95847-70-4,C19H23N5O3S,['Central Nervous System'],[nan]
730,Plate08,E11,Hydroxychloroquine sulfate,Prestw-1284,747-36-4,C18H28ClN3O5S,['Metabolism'],['Antimalarial']
731,Plate08,E12,DMSO,,,,,
732,Plate08,F01,DMSO,,,,,
733,Plate08,F02,Loracarbef,Prestw-1431,121961-22-6,C16H16ClN3O4,"['Infectiology', 'Metabolism']",['Antibacterial']
734,Plate08,F03,Fenipentol,Prestw-1501,583-03-9,C11H16O,['Metabolism'],['Choleretic']
735,Plate08,F04,Diosmin,Prestw-1503,520-27-4,C28H32O15,['Cardiovascular'],[nan]
736,Plate08,F05,Carbidopa,Prestw-1177,28860-95-9,C10H14N2O4,['Central Nervous System'],['Antiparkinsonian']
737,Plate08,F06,(-)-Emtricitabine,Prestw-1604,143491-57-0,C8H10FN3O3S,['Infectiology'],['Antiviral']
738,Plate08,F07,Demecarium bromide,Prestw-616,56-94-0,C32H52Br2N4O4,['Ophthalmology'],['Antiglaucoma']
739,Plate08,F08,Quipazine dimaleate salt,Prestw-617,150323-78-7,C21H23N3O8,['Central Nervous System'],['Antiemetic']
740,Plate08,F09,Acipimox,Prestw-1127,51037-30-0,C6H6N2O3,['Metabolism'],['Antilipemic']
741,Plate08,F10,Diflorasone Diacetate,Prestw-619,33564-31-7,C26H32F2O7,['Endocrinology'],"['Anti-inflammatory', 'Antipruritic', 'Antipsoriatic']"
742,Plate08,F11,Acamprosate calcium,Prestw-1502,77337-73-6,C10H20CaN2O8S2,"['Central Nervous System', 'Metabolism']",[nan]
743,Plate08,F12,DMSO,,,,,
744,Plate08,G01,DMSO,,,,,
745,Plate08,G02,Mizolastine,Prestw-1506,108612-45-9,C24H25FN6O,['Allergology'],[nan]
746,Plate08,G03,Amisulpride,Prestw-1217,71675-85-9,C17H27N3O4S,['Central Nervous System'],['Antipsychotic']
747,Plate08,G04,Pyridoxine hydrochloride,Prestw-623,58-56-0,C8H12ClNO3,['Metabolism'],[nan]
748,Plate08,G05,Mercaptopurine,Prestw-1469,50-44-2,C5H4N4S,"['Immunology', 'Oncology']",['Immunosuppressant']
749,Plate08,G06,Cytarabine,Prestw-1134,147-94-4,C9H13N3O5,['Oncology'],['Antineoplastic']
750,Plate08,G07,Racecadotril,Prestw-626,81110-73-8,C21H23NO4S,['Gastroenterology'],['Antidiarrheal']
751,Plate08,G08,Folic acid,Prestw-627,59-30-3,C19H19N7O6,['Metabolism'],[nan]
752,Plate08,G09,Benazepril HCl,Prestw-1129,86541-74-4,C24H29ClN2O5,['Cardiovascular'],['Antihypertensive']
753,Plate08,G10,Aniracetam,Prestw-1178,72432-10-1,C12H13NO3,['Central Nervous System'],['Anti-Alzheimer']
754,Plate08,G11,Dimethisoquin hydrochloride,Prestw-630,2773-92-4,C17H25ClN2O,['Neuromuscular'],"['Antipruritic', 'Local anesthetic']"
755,Plate08,G12,DMSO,,,,,
756,Plate08,H01,DMSO,,,,,
757,Plate08,H02,Alendronate sodium,Prestw-1210,121268-17-5,C4H12NNaO7P2,['Metabolism'],['Antiosteoporetic']
758,Plate08,H03,Dipivefrin hydrochloride,Prestw-632,64019-93-8,C19H30ClNO5,['Ophthalmology'],['Antiglaucoma']
759,Plate08,H04,Thiorphan,Prestw-633,76721-89-6,C12H15NO3S,['Gastroenterology'],['Antidiarrheal']
760,Plate08,H05,Tomoxetine hydrochloride,Prestw-1463,82248-59-7,C17H22ClNO,['Central Nervous System'],[nan]
761,Plate08,H06,Aceclidine Hydrochloride,Prestw-1511,6109-70-2,C9H16ClNO2,['Ophthalmology'],['Antiglaucoma']
762,Plate08,H07,Penciclovir,Prestw-1488,39809-25-1,C10H15N5O3,"['Infectiology', 'Metabolism']",['Antiviral']
763,Plate08,H08,Levetiracetam,Prestw-1427,102767-28-2,C8H14N2O2,['Central Nervous System'],['Anticonvulsant']
764,Plate08,H09,Dexfenfluramine hydrochloride,Prestw-1392,3239-45-0,C12H17ClF3N,['Central Nervous System'],['Anorectic']
765,Plate08,H10,Etoricoxib,Prestw-1408,202409-33-4,C18H15ClN2O2S,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
766,Plate08,H11,Sertindole,Prestw-1341,106516-24-9,C24H26ClFN4O,['Central Nervous System'],['Antipsychotic']
767,Plate08,H12,DMSO,,,,,
768,Plate09,A01,DMSO,,,,,
769,Plate09,A02,Sulmazole,Prestw-641,73384-60-8,C14H13N3O2S,"['Cardiovascular', 'Metabolism']",['Cardiotonic']
770,Plate09,A03,Gefitinib,Prestw-1270,184475-35-2,C22H24ClFN4O3,['Oncology'],['Antineoplastic']
771,Plate09,A04,Flunisolide,Prestw-643,3385-03-3,C24H31FO6,['Endocrinology'],['Anti-inflammatory']
772,Plate09,A05,N-Acetyl-DL-homocysteine Thiolactone,Prestw-644,1195-16-0,C6H9NO2S,['Respiratory'],['Expectorant']
773,Plate09,A06,Flurandrenolide,Prestw-645,1524-88-5,C24H33FO6,"['Dermatology', 'Endocrinology']","['Anti-inflammatory', 'Antipruritic']"
774,Plate09,A07,Oxiconazole Nitrate,Prestw-1125,64211-46-7,C18H14Cl4N4O4,"['Infectiology', 'Metabolism']",['Antifungal']
775,Plate09,A08,Rebamipide,Prestw-1166,90098-04-7,C19H15ClN2O4,['Metabolism'],['Antiulcer']
776,Plate09,A09,Nilvadipine,Prestw-1154,75530-68-6,C19H19N3O6,['Cardiovascular'],"['Antianginal', 'Antihypertensive']"
777,Plate09,A10,Etanidazole,Prestw-649,22668-01-5,C7H10N4O4,['Oncology'],"['Antineoplastic', 'Chemosensitizer']"
778,Plate09,A11,Pinaverium bromide,Prestw-1601,53251-94-8,C26H41Br2NO4,['Neuromuscular'],['Antispastic']
779,Plate09,A12,DMSO,,,,,
780,Plate09,B01,DMSO,,,,,
781,Plate09,B02,Glimepiride,Prestw-651,93479-97-1,C24H34N4O5S,['Endocrinology'],['Antidiabetic']
782,Plate09,B03,Picrotoxinin,Prestw-652,17617-45-7,C15H16O6,['Central Nervous System'],['Analeptic']
783,Plate09,B04,Mepenzolate bromide,Prestw-653,76-90-4,C21H26BrNO3,['Neuromuscular'],"['Antispastic', 'Antiulcer']"
784,Plate09,B05,Benfotiamine,Prestw-654,22457-89-2,C19H23N4O6PS,['Metabolism'],[nan]
785,Plate09,B06,Halcinonide,Prestw-655,3093-35-4,C24H32ClFO5,"['Dermatology', 'Endocrinology']","['Anti-inflammatory', 'Antipruritic']"
786,Plate09,B07,Lanatoside C,Prestw-656,17575-22-3,C49H76O20,['Cardiovascular'],['Cardiotonic']
787,Plate09,B08,Benzamil hydrochloride,Prestw-657,2898-76-2,C13H15Cl2N7O,['Metabolism'],"['Antihypertensive', 'Diuretic']"
788,Plate09,B09,Suxibuzone,Prestw-658,27470-51-5,C24H26N2O6,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory', 'Antipyretic']"
789,Plate09,B10,6-Furfurylaminopurine,Prestw-659,525-79-1,C10H9N5O,"['Dermatology', 'Metabolism']",[nan]
790,Plate09,B11,Avermectin B1a,Prestw-660,71751-41-2,C48H72O14,['Infectiology'],['Antihelmintic']
791,Plate09,B12,DMSO,,,,,
792,Plate09,C01,DMSO,,,,,
793,Plate09,C02,Pranlukast,Prestw-1317,103177-37-3,C27H23N5O4,['Respiratory'],['Antiasthmatic']
794,Plate09,C03,"D,L-Penicillamine",Prestw-1477,52-66-4,C5H11NO2S,['Central Nervous System'],['Analgesic']
795,Plate09,C04,Zileuton,Prestw-1365,111406-87-2,C11H12N2O2S,['Respiratory'],['Antiasthmatic']
796,Plate09,C05,Loratadine,Prestw-1432,79794-75-5,C22H23ClN2O2,['Allergology'],['Antihistaminic']
797,Plate09,C06,Tetraethylenepentamine pentahydrochloride,Prestw-1387,4961-41-5,C8H28Cl5N5,['Metabolism'],['Antilipemic']
798,Plate09,C07,Nisoldipine,Prestw-666,63675-72-9,C20H24N2O6,['Cardiovascular'],"['Antianginal', 'Antihypertensive']"
799,Plate09,C08,Acefylline,Prestw-1507,652-37-9,C9H10N4O4,['Central Nervous System'],['CNS Stimulant']
800,Plate09,C09,Acitretin,Prestw-1165,55079-83-9,C21H26O3,['Dermatology'],['Antipsoriatic']
801,Plate09,C10,Zonisamide,Prestw-1162,68291-97-4,C8H8N2O3S,['Central Nervous System'],['Anticonvulsant']
802,Plate09,C11,Irsogladine maleate,Prestw-1173,84504-69-8,C13H11Cl2N5O4,['Metabolism'],['Antiulcer']
803,Plate09,C12,DMSO,,,,,
804,Plate09,D01,DMSO,,,,,
805,Plate09,D02,Dydrogesterone,Prestw-671,152-62-5,C21H28O2,['Endocrinology'],['Progestogen']
806,Plate09,D03,Sumatriptan succinate,Prestw-1346,103628-48-4,C18H27N3O6S,['Central Nervous System'],['Antimigraine']
807,Plate09,D04,Opipramol dihydrochloride,Prestw-1456,909-39-7,C23H31Cl2N3O,['Central Nervous System'],"['Antidepressant', 'Antipsychotic']"
808,Plate09,D05,Nalidixic acid sodium salt,Prestw-1447,3374-05-8,C12H11N2NaO3,"['Infectiology', 'Metabolism']",['Antibacterial']
809,Plate09,D06,Oxacillin sodium,Prestw-1475,1173-88-2,C19H18N3NaO5S,"['Infectiology', 'Metabolism']",['Antibacterial']
810,Plate09,D07,Beta-Escin,Prestw-676,11072-93-8,C55H86O24,"['Metabolism', 'Oncology']","['Antineoplastic', 'Diuretic']"
811,Plate09,D08,Thiamine hydrochloride,Prestw-631,67-03-8,C12H18Cl2N4OS,"['Immunology', 'Metabolism']",['Immunostimulant']
812,Plate09,D09,Tazobactam,Prestw-1349,89786-04-9,C10H12N4O5S,"['Infectiology', 'Metabolism']",['Antibacterial']
813,Plate09,D10,Ibandronate sodium ,Prestw-1285,114084-78-5,C9H22NNaO7P2,['Metabolism'],['Antiosteoporetic']
814,Plate09,D11,Warfarin,Prestw-1363,81-81-2,C19H16O4,['Hematology'],['Anticoagulant']
815,Plate09,D12,DMSO,,,,,
816,Plate09,E01,DMSO,,,,,
817,Plate09,E02,Pranoprofen,Prestw-1318,52549-17-4,C15H13NO3,['Metabolism'],['Anti-inflammatory']
818,Plate09,E03,Secnidazole,Prestw-1340,3366-95-8,C7H11N3O3,"['Infectiology', 'Metabolism']",['Antiamebic']
819,Plate09,E04,Pempidine tartrate,Prestw-683,546-48-5,C14H27NO6,['Cardiovascular'],"['Antihypotensive', 'Vasodilator']"
820,Plate09,E05,Clodronate,Prestw-1381,22560-50-5,CH2Cl2Na2O6P2,['Metabolism'],[nan]
821,Plate09,E06,Ibutilide fumarate,Prestw-1508,122647-32-9,C44H76N4O10S2,['Cardiovascular'],['Antiarrhythmic']
822,Plate09,E07,Thimerosal,Prestw-1194,54-64-8,C9H9HgNaO2S,['Infectiology'],['Antiseptic']
823,Plate09,E08,Tramadol hydrochloride,Prestw-1465,27203-92-5,C16H26ClNO2,['Central Nervous System'],['Analgesic']
824,Plate09,E09,Estropipate,Prestw-688,7280-37-7,C22H32N2O5S,['Endocrinology'],[nan]
825,Plate09,E10,Butylscopolammonium (n-) bromide,Prestw-1253,149-64-4,C21H30BrNO4,['Central Nervous System'],['Antispastic']
826,Plate09,E11,Irinotecan hydrochloride trihydrate,Prestw-1494,136572-09-3,C33H45ClN4O9,['Oncology'],['Antineoplastic']
827,Plate09,E12,DMSO,,,,,
828,Plate09,F01,DMSO,,,,,
829,Plate09,F02,Tylosin,Prestw-1353,1401-69-0,C46H77NO17,"['Infectiology', 'Metabolism']",['Antibacterial']
830,Plate09,F03,Citalopram Hydrobromide,Prestw-692,59729-32-7,C20H22BrFN2O,['Central Nervous System'],['Antidepressant']
831,Plate09,F04,Promazine hydrochloride,Prestw-693,53-60-1,C17H21ClN2S,['Central Nervous System'],['Antipsychotic']
832,Plate09,F05,Sulfamerazine,Prestw-694,127-79-7,C11H12N4O2S,"['Infectiology', 'Metabolism']",['Antibacterial']
833,Plate09,F06,Venlafaxine,Prestw-1170,93413-69-5,C17H27NO2,['Central Nervous System'],['Antidepressant']
834,Plate09,F07,Ethotoin,Prestw-696,86-35-1,C11H12N2O2,['Central Nervous System'],['Anticonvulsant']
835,Plate09,F08,3-alpha-Hydroxy-5-beta-androstan-17-one,Prestw-697,53-42-9,C19H30O2,['Endocrinology'],[nan]
836,Plate09,F09,Tetrahydrozoline hydrochloride,Prestw-698,522-48-5,C13H17ClN2,['Cardiovascular'],"['Nasal Decongestant', 'Vasoconstrictor']"
837,Plate09,F10,Hexestrol,Prestw-699,84-16-2,C18H22O2,"['Endocrinology', 'Oncology']",['Antineoplastic']
838,Plate09,F11,Cefmetazole sodium salt,Prestw-700,56796-39-5,C15H16N7NaO5S3,"['Infectiology', 'Metabolism']",['Antibacterial']
839,Plate09,F12,DMSO,,,,,
840,Plate09,G01,DMSO,,,,,
841,Plate09,G02,"Trihexyphenidyl-D,L Hydrochloride",Prestw-701,58947-95-8,C20H32ClNO,['Central Nervous System'],['Antiparkinsonian']
842,Plate09,G03,Succinylsulfathiazole,Prestw-702,116-43-8,C13H13N3O5S2,"['Infectiology', 'Metabolism']",['Antibacterial']
843,Plate09,G04,Famprofazone,Prestw-703,22881-35-2,C24H31N3O,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Antipyretic']"
844,Plate09,G05,Bromopride,Prestw-704,4093-35-0,C14H22BrN3O2,['Central Nervous System'],['Antiemetic']
845,Plate09,G06,Methyl benzethonium chloride,Prestw-705,25155-18-4,C28H44ClNO2,['Infectiology'],['Antibacterial']
846,Plate09,G07,Chlorcyclizine hydrochloride,Prestw-706,1620-21-9,C18H22Cl2N2,"['Allergology', 'Central Nervous System']","['Antiemetic', 'Antihistaminic', 'Sedative']"
847,Plate09,G08,Diphenylpyraline hydrochloride,Prestw-707,132-18-3,C19H24ClNO,"['Allergology', 'Central Nervous System']","['Antihistaminic', 'Antipruritic', 'Sedative']"
848,Plate09,G09,Benzethonium chloride,Prestw-708,121-54-0,C27H42ClNO2,['Infectiology'],"['Antibacterial', 'Antiseptic']"
849,Plate09,G10,Trioxsalen,Prestw-709,3902-71-4,C14H12O3,['Dermatology'],[nan]
850,Plate09,G11,Doxofylline,Prestw-1136,69975-86-6,C11H14N4O4,['Respiratory'],['Bronchodilator']
851,Plate09,G12,DMSO,,,,,
852,Plate09,H01,DMSO,,,,,
853,Plate09,H02,Sulfabenzamide,Prestw-711,127-71-9,C13H12N2O3S,"['Infectiology', 'Metabolism']",['Antibacterial']
854,Plate09,H03,Benzocaine,Prestw-712,94-09-7,C9H11NO2,['Neuromuscular'],['Local anesthetic']
855,Plate09,H04,Dipyrone,Prestw-713,5907-38-0,C13H16N3NaO4S,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Antiasthmatic', 'Antipyretic', 'Bronchodilator']"
856,Plate09,H05,Isosorbide dinitrate,Prestw-714,87-33-2,C6H8N2O8,['Cardiovascular'],['Antianginal']
857,Plate09,H06,Sulfachloropyridazine,Prestw-715,80-32-0,C10H9ClN4O2S,"['Infectiology', 'Metabolism']",['Antibacterial']
858,Plate09,H07,Pramoxine hydrochloride,Prestw-716,637-58-1,C17H28ClNO3,['Neuromuscular'],['Local anesthetic']
859,Plate09,H08,Finasteride,Prestw-717,98319-26-7,C23H36N2O2,['Endocrinology'],"['Anti-alopecia', 'Antineoplastic']"
860,Plate09,H09,Fluorometholone,Prestw-718,426-13-1,C22H29FO4,['Endocrinology'],['Anti-inflammatory']
861,Plate09,H10,Cephalothin sodium salt,Prestw-719,58-71-9,C16H15N2NaO6S2,"['Infectiology', 'Metabolism']",['Antibacterial']
862,Plate09,H11,Cefuroxime sodium salt,Prestw-720,56238-63-2,C16H15N4NaO8S,"['Infectiology', 'Metabolism']",['Antibacterial']
863,Plate09,H12,DMSO,,,,,
864,Plate10,A01,DMSO,,,,,
865,Plate10,A02,Althiazide,Prestw-721,5588-16-9,C11H14ClN3O4S3,['Metabolism'],"['Antihypertensive', 'Diuretic']"
866,Plate10,A03,Isopyrin hydrochloride,Prestw-722,18342-39-7,C14H20ClN3O,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory', 'Antipyretic']"
867,Plate10,A04,Phenethicillin potassium salt,Prestw-723,132-93-4,C17H19KN2O5S,"['Infectiology', 'Metabolism']",['Antibacterial']
868,Plate10,A05,Sulfamethoxypyridazine,Prestw-724,80-35-3,C11H12N4O3S,"['Infectiology', 'Metabolism']",['Antibacterial']
869,Plate10,A06,Deferoxamine mesylate,Prestw-725,138-14-7,C26H52N6O11S,"['Diagnostic', 'Hematology']",['Chelating']
870,Plate10,A07,Mephentermine hemisulfate,Prestw-726,1212-72-2,C22H36N2O4S,['Cardiovascular'],"['Antihypotensive', 'Vasoconstrictor']"
871,Plate10,A08,Liranaftate,Prestw-1140,88678-31-3,C18H20N2O2S,"['Infectiology', 'Metabolism']",['Antifungal']
872,Plate10,A09,Sulfadimethoxine,Prestw-728,122-11-2,C12H14N4O4S,"['Infectiology', 'Metabolism']",['Antibacterial']
873,Plate10,A10,Sulfanilamide,Prestw-729,63-74-1,C6H8N2O2S,"['Infectiology', 'Metabolism']",['Antibacterial']
874,Plate10,A11,Balsalazide Sodium,Prestw-730,80573-04-2,C17H13N3Na2O6,['Gastroenterology'],['Anti-inflammatory']
875,Plate10,A12,DMSO,,,,,
876,Plate10,B01,DMSO,,,,,
877,Plate10,B02,Sulfaquinoxaline sodium salt,Prestw-731,967-80-6,C14H11N4NaO2S,"['Infectiology', 'Metabolism']",['Antibacterial']
878,Plate10,B03,Streptozotocin,Prestw-732,18883-66-4,C8H15N3O7,['Oncology'],['Antineoplastic']
879,Plate10,B04,"Metoprolol-(+,-) (+)-tartrate salt",Prestw-733,56392-17-7,C34H56N2O12,['Cardiovascular'],"['Antiarrhythmic', 'Antihypertensive']"
880,Plate10,B05,Flumethasone,Prestw-734,2135-17-3,C22H28F2O5,['Metabolism'],['Anti-inflammatory']
881,Plate10,B06,Flecainide acetate,Prestw-735,54143-56-5,C19H24F6N2O5,['Cardiovascular'],['Antiarrhythmic']
