,Plate 384,Well 384,Plate 96,Well 96,Chemical name,Prestwick number,CAS number,Chemical formula,Class,Effect
570,Plate02,H19,Plate07,D10,Imipenem,Prestw-519,74431-23-5,C12H17N3O4S,"['Infectiology', 'Metabolism']",['Antibacterial']
571,Plate02,H20,Plate08,D10,Celiprolol HCl,Prestw-1132,57470-78-7,C20H34ClN3O4,['Cardiovascular'],"['Antianginal', 'Antihypertensive']"
572,Plate02,H21,Plate07,D11,Sulfasalazine,Prestw-520,599-79-1,C18H14N4O5S,"['Infectiology', 'Metabolism']","['Antibacterial', 'Anti-inflammatory']"
573,Plate02,H22,Plate08,D11,Zopiclone,Prestw-1367,43200-80-2,C17H17ClN6O3,['Central Nervous System'],"['Hypnotic', 'Sedative']"
574,Plate02,H23,Plate07,D12,DMSO,nan,nan,nan,,
575,Plate02,H24,Plate08,D12,DMSO,nan,nan,nan,,
576,Plate02,I01,Plate05,E01,DMSO,nan,nan,nan,,
577,Plate02,I02,Plate06,E01,DMSO,nan,nan,nan,,
578,Plate02,I03,Plate05,E02,Bambuterol hydrochloride,Prestw-361,81732-46-9,C18H30ClN3O5,"['Neuromuscular', 'Respiratory']","['Bronchodilator', 'Tocolytic']"
579,Plate02,I04,Plate06,E02,Estradiol-17 beta,Prestw-441,50-28-2,C18H24O2,['Endocrinology'],['Antigonadotropin']
580,Plate02,I05,Plate05,E03,Betamethasone,Prestw-362,378-44-9,C22H29FO5,['Endocrinology'],"['Anti-inflammatory', 'Antipruritic', 'Immunosuppressant']"
581,Plate02,I06,Plate06,E03,Clobutinol hydrochloride,Prestw-1380,1215-83-4,C14H23Cl2NO,['Central Nervous System'],['Antitussive']
582,Plate02,I07,Plate05,E04,Colchicine,Prestw-363,64-86-8,C22H25NO6,['Metabolism'],"['Antigout', 'Anti-inflammatory']"
583,Plate02,I08,Plate06,E04,Gabazine bromide,Prestw-443,105538-73-6,C15H18BrN3O3,['Central Nervous System'],['CNS Stimulant']
584,Plate02,I09,Plate05,E05,Metergoline,Prestw-364,17692-51-2,C25H29N3O2,['Central Nervous System'],['Antiprolactin']
585,Plate02,I10,Plate06,E05,Oxcarbazepine,Prestw-1156,28721-07-5,C15H12N2O2,['Central Nervous System'],['Anticonvulsant']
586,Plate02,I11,Plate05,E06,Brinzolamide,Prestw-365,138890-62-7,C12H21N3O5S3,['Metabolism'],"['Antiglaucoma', 'Diuretic']"
587,Plate02,I12,Plate06,E06,Cyclobenzaprine hydrochloride,Prestw-445,6202-23-9,C20H22ClN,['Neuromuscular'],['Muscle relaxant']
588,Plate02,I13,Plate05,E07,Ambroxol hydrochloride,Prestw-366,23828-92-4,C13H19Br2ClN2O,['Respiratory'],"['Expectorant', 'Mucolytic']"
589,Plate02,I14,Plate06,E07,Carteolol hydrochloride,Prestw-446,51781-21-6,C16H25ClN2O3,"['Cardiovascular', 'Ophthalmology']","['Antiglaucoma', 'Antihypertensive']"
590,Plate02,I15,Plate05,E08,Benfluorex,Prestw-367,23602-78-0,C19H20F3NO2,['Central Nervous System'],"['Anorectic', 'Antidiabetic', 'CNS Stimulant']"
591,Plate02,I16,Plate06,E08,Hydrocortisone base,Prestw-447,50-23-7,C21H30O5,['Endocrinology'],['Anti-inflammatory']
592,Plate02,I17,Plate05,E09,Bepridil hydrochloride ,Prestw-368,74764-40-2,C24H35ClN2O,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypotensive', 'Vasodilator']"
593,Plate02,I18,Plate06,E09,"Hydroxytacrine maleate (R,S)",Prestw-448,118909-22-1,C17H18N2O5,['Central Nervous System'],['Anti-Alzheimer']
594,Plate02,I19,Plate05,E10,Meloxicam,Prestw-369,71125-38-7,C14H13N3O4S2,['Metabolism'],['Anti-inflammatory']
595,Plate02,I20,Plate06,E10,Pilocarpine nitrate,Prestw-449,148-72-1,C11H17N3O5,['Ophthalmology'],['Antiglaucoma']
596,Plate02,I21,Plate05,E11,Benzbromarone,Prestw-370,3562-84-3,C17H12Br2O3,['Cardiovascular'],"['Antianginal', 'Antigout', 'Antispastic', 'Uricosuric', 'Vasodilator']"
597,Plate02,I22,Plate06,E11,Dicloxacillin sodium salt hydrate,Prestw-450,13412-64-1,C19H18Cl2N3NaO6S,"['Infectiology', 'Metabolism']",['Antibacterial']
598,Plate02,I23,Plate05,E12,DMSO,nan,nan,nan,,
599,Plate02,I24,Plate06,E12,DMSO,nan,nan,nan,,
600,Plate02,J01,Plate07,E01,DMSO,nan,nan,nan,,
601,Plate02,J02,Plate08,E01,DMSO,nan,nan,nan,,
602,Plate02,J03,Plate07,E02,Lofexidine,Prestw-1430,31036-80-3,C11H12Cl2N2O,['Cardiovascular'],['Antihypertensive']
603,Plate02,J04,Plate08,E02,Tranilast,Prestw-1198,53902-12-8,C18H17NO5,['Allergology'],['Antiallergic']
604,Plate02,J05,Plate07,E03,Thiostrepton,Prestw-522,1393-48-2,C72H85N19O18S5,['Infectiology'],['Antibacterial']
605,Plate02,J06,Plate08,E03,Tizanidine HCl,Prestw-1182,51322-75-9,C9H9Cl2N5S,['Metabolism'],['Muscle relaxant']
606,Plate02,J07,Plate07,E04,Miglitol,Prestw-1169,72432-03-2,C8H17NO5,"['Endocrinology', 'Metabolism']",['Antidiabetic']
607,Plate02,J08,Plate08,E04,Zafirlukast,Prestw-1364,107753-78-6,C31H33N3O6S,['Respiratory'],['Antiasthmatic']
608,Plate02,J09,Plate07,E05,Tiabendazole,Prestw-524,148-79-8,C10H7N3S,"['Infectiology', 'Metabolism']","['Antifungal', 'Antihelmintic', 'Antiparasitic']"
609,Plate02,J10,Plate08,E05,Butenafine Hydrochloride,Prestw-1252,101828-21-1,C23H28ClN,"['Infectiology', 'Metabolism']",['Antifungal']
610,Plate02,J11,Plate07,E06,Rifampicin,Prestw-525,13292-46-1,C43H58N4O12,"['Infectiology', 'Metabolism']",['Antibacterial']
611,Plate02,J12,Plate08,E06,Carbadox,Prestw-1121,6804-07-5,C11H10N4O4,['Infectiology'],['Antibacterial']
612,Plate02,J13,Plate07,E07,Ethionamide,Prestw-526,536-33-4,C8H10N2S,"['Infectiology', 'Metabolism']",['Antibacterial']
613,Plate02,J14,Plate08,E07,Rimantadine Hydrochloride,Prestw-1331,13392-28-4,C12H22ClN,['Infectiology'],['Antiviral']
614,Plate02,J15,Plate07,E08,Tenoxicam,Prestw-527,59804-37-4,C13H11N3O4S2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory', 'Antipyretic']"
615,Plate02,J16,Plate08,E08,Eburnamonine (-),Prestw-607,4880-88-0,C19H22N2O,['Central Nervous System'],['Vasodilator']
616,Plate02,J17,Plate07,E09,Triflusal,Prestw-528,322-79-2,C10H7F3O4,['Hematology'],"['Anticoagulant', 'Antiplatelet']"
617,Plate02,J18,Plate08,E09,Oxibendazol,Prestw-1460,20559-55-1,C12H15N3O3,['Metabolism'],[nan]
618,Plate02,J19,Plate07,E10,Mesoridazine besylate,Prestw-529,32672-69-8,C27H32N2O4S3,['Central Nervous System'],['Antipsychotic']
619,Plate02,J20,Plate08,E10,Ipsapirone,Prestw-1292,95847-70-4,C19H23N5O3S,['Central Nervous System'],[nan]
620,Plate02,J21,Plate07,E11,Trolox,Prestw-530,53188-07-1,C14H18O4,['Metabolism'],['Anti-oxidant']
621,Plate02,J22,Plate08,E11,Hydroxychloroquine sulfate,Prestw-1284,747-36-4,C18H28ClN3O5S,['Metabolism'],['Antimalarial']
622,Plate02,J23,Plate07,E12,DMSO,nan,nan,nan,,
623,Plate02,J24,Plate08,E12,DMSO,nan,nan,nan,,
624,Plate02,K01,Plate05,F01,DMSO,nan,nan,nan,,
625,Plate02,K02,Plate06,F01,DMSO,nan,nan,nan,,
626,Plate02,K03,Plate05,F02,Ketotifen fumarate,Prestw-371,34580-14-8,C23H23NO5S,['Allergology'],['Antihistaminic']
627,Plate02,K04,Plate06,F02,Alizapride HCl,Prestw-451,59338-87-3,C16H22ClN5O2,['Central Nervous System'],['Antiemetic']
628,Plate02,K05,Plate05,F03,Debrisoquin sulfate,Prestw-372,581-88-4,C20H28N6O4S,['Cardiovascular'],['Antihypertensive']
629,Plate02,K06,Plate06,F03,Stanozolol,Prestw-1161,10418-03-8,C21H32N2O,['Endocrinology'],[nan]
630,Plate02,K07,Plate05,F04,"Amethopterin (R,S)",Prestw-373,60388-53-6,C20H22N8O5,"['Immunology', 'Metabolism', 'Oncology']","['Anti-inflammatory', 'Antineoplastic', 'Immunosuppressant']"
631,Plate02,K08,Plate06,F04,Calcipotriene,Prestw-1257,112965-21-6,C27H40O3,"['Dermatology', 'Metabolism']",['Antipsoriatic']
632,Plate02,K09,Plate05,F05,Methylergometrine maleate,Prestw-374,57432-61-8,C24H29N3O6,['Neuromuscular'],"['Hemostatic', 'Oxytocic']"
633,Plate02,K10,Plate06,F05,Linezolid,Prestw-1429,165800-03-3,C16H20FN3O4,"['Infectiology', 'Metabolism']",['Antibacterial']
634,Plate02,K11,Plate05,F06,Methiothepin maleate,Prestw-375,19728-88-2,C24H28N2O4S2,['Central Nervous System'],['Antipsychotic']
635,Plate02,K12,Plate06,F06,"Mebhydroline 1,5-naphtalenedisulfonate",Prestw-455,6153-33-9,C48H48N4O6S2,['Allergology'],['Antihistaminic']
636,Plate02,K13,Plate05,F07,Clofazimine,Prestw-376,2030-63-9,C27H22Cl2N4,['Infectiology'],['Antibacterial']
637,Plate02,K14,Plate06,F07,Meclocycline sulfosalicylate,Prestw-456,73816-42-9,C29H27ClN2O14S,"['Infectiology', 'Metabolism']",['Antibacterial']
638,Plate02,K15,Plate05,F08,Nafronyl oxalate,Prestw-377,3200-06-4,C26H35NO7,"['Cardiovascular', 'Neuromuscular']","['Anti-ischemic', 'Antispastic', 'Vasodilator']"
639,Plate02,K16,Plate06,F08,Meclozine dihydrochloride,Prestw-457,1104-22-9,C25H29Cl3N2,"['Allergology', 'Central Nervous System']","['Antiemetic', 'Antihistaminic', 'Sedative']"
640,Plate02,K17,Plate05,F09,Bezafibrate,Prestw-378,41859-67-0,C19H20ClNO4,['Metabolism'],"['Antilipemic', 'Hypocholesterolemic', 'Lipid-lowering']"
641,Plate02,K18,Plate06,F09,Melatonin,Prestw-458,73-31-4,C13H16N2O2,"['Central Nervous System', 'Endocrinology', 'Immunology']","['Anticonvulsant', 'Anti-oxidant', 'Immunostimulant']"
642,Plate02,K19,Plate05,F10,Nefazodone HCl,Prestw-1152,82752-99-6,C25H33Cl2N5O2,['Central Nervous System'],['Antidepressant']
643,Plate02,K20,Plate06,F10,Butalbital,Prestw-1251,77-26-9,C11H16N2O3,['Central Nervous System'],"['Hypnotic', 'Sedative']"
644,Plate02,K21,Plate05,F11,Clebopride maleate,Prestw-380,84370-95-6,C24H28ClN3O6,['Central Nervous System'],"['Antiemetic', 'Antispastic']"
645,Plate02,K22,Plate06,F11,Dinoprost trometamol,Prestw-460,38362-01-5,C24H45NO8,['Endocrinology'],['Oxytocic']
646,Plate02,K23,Plate05,F12,DMSO,nan,nan,nan,,
647,Plate02,K24,Plate06,F12,DMSO,nan,nan,nan,,
648,Plate02,L01,Plate07,F01,DMSO,nan,nan,nan,,
649,Plate02,L02,Plate08,F01,DMSO,nan,nan,nan,,
650,Plate02,L03,Plate07,F02,Pirenperone,Prestw-531, 75444-65-4,C23H24FN3O2,['Central Nervous System'],[nan]
651,Plate02,L04,Plate08,F02,Loracarbef,Prestw-1431,121961-22-6,C16H16ClN3O4,"['Infectiology', 'Metabolism']",['Antibacterial']
652,Plate02,L05,Plate07,F03,"Isoquinoline, 6,7-dimethoxy-1-methyl-1,2,3,4-tetrahydro, hydrochloride",Prestw-532,2984-97-0,C12H18ClNO2,[nan],[nan]
653,Plate02,L06,Plate08,F03,Fenipentol,Prestw-1501,583-03-9,C11H16O,['Metabolism'],['Choleretic']
654,Plate02,L07,Plate07,F04,Phenacetin,Prestw-533,62-44-2,C10H13NO2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Antipyretic']"
655,Plate02,L08,Plate08,F04,Diosmin,Prestw-1503,520-27-4,C28H32O15,['Cardiovascular'],[nan]
656,Plate02,L09,Plate07,F05,Atovaquone,Prestw-534,95233-18-4,C22H19ClO3,['Infectiology'],"['Antimalarial', 'Antiprotozoal']"
657,Plate02,L10,Plate08,F05,Carbidopa,Prestw-1177,28860-95-9,C10H14N2O4,['Central Nervous System'],['Antiparkinsonian']
658,Plate02,L11,Plate07,F06,Methoxamine hydrochloride,Prestw-535,61-16-5,C11H18ClNO3,['Cardiovascular'],"['Antihypotensive', 'Vasoconstrictor']"
659,Plate02,L12,Plate08,F06,(-)-Emtricitabine,Prestw-1604,143491-57-0,C8H10FN3O3S,['Infectiology'],['Antiviral']
660,Plate02,L13,Plate07,F07,(S)-(-)-Atenolol,Prestw-953,93379-54-5,C14H22N2O3,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
661,Plate02,L14,Plate08,F07,Demecarium bromide,Prestw-616,56-94-0,C32H52Br2N4O4,['Ophthalmology'],['Antiglaucoma']
662,Plate02,L15,Plate07,F08,Piracetam,Prestw-537,7491-74-9,C6H10N2O2,['Central Nervous System'],['CNS Stimulant']
663,Plate02,L16,Plate08,F08,Quipazine dimaleate salt,Prestw-617,150323-78-7,C21H23N3O8,['Central Nervous System'],['Antiemetic']
664,Plate02,L17,Plate07,F09,Phenindione,Prestw-538,83-12-5,C15H10O2,['Hematology'],['Anticoagulant']
665,Plate02,L18,Plate08,F09,Acipimox,Prestw-1127,51037-30-0,C6H6N2O3,['Metabolism'],['Antilipemic']
666,Plate02,L19,Plate07,F10,Thiocolchicoside,Prestw-539,602-41-5,C27H33NO10S,['Central Nervous System'],"['Antispastic', 'Muscle relaxant']"
667,Plate02,L20,Plate08,F10,Diflorasone Diacetate,Prestw-619,33564-31-7,C26H32F2O7,['Endocrinology'],"['Anti-inflammatory', 'Antipruritic', 'Antipsoriatic']"
668,Plate02,L21,Plate07,F11,Clorsulon,Prestw-540,60200-06-8,C8H8Cl3N3O4S2,"['Infectiology', 'Metabolism']",['Antihelmintic']
669,Plate02,L22,Plate08,F11,Acamprosate calcium,Prestw-1502,77337-73-6,C10H20CaN2O8S2,"['Central Nervous System', 'Metabolism']",[nan]
670,Plate02,L23,Plate07,F12,DMSO,nan,nan,nan,,
671,Plate02,L24,Plate08,F12,DMSO,nan,nan,nan,,
672,Plate02,M01,Plate05,G01,DMSO,nan,nan,nan,,
673,Plate02,M02,Plate06,G01,DMSO,nan,nan,nan,,
674,Plate02,M03,Plate05,G02,Lidoflazine,Prestw-381,3416-26-0,C30H35F2N3O,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Vasodilator']"
675,Plate02,M04,Plate06,G02,Tropisetron HCl,Prestw-461,105826-92-4,C17H21ClN2O2,['Central Nervous System'],['Antiemetic']
676,Plate02,M05,Plate05,G03,Betaxolol hydrochloride,Prestw-382,63659-19-8,C18H30ClNO3,"['Cardiovascular', 'Ophthalmology']","['Antiglaucoma', 'Antihypertensive']"
677,Plate02,M06,Plate06,G03,Cefixime,Prestw-462,79350-37-1,C16H15N5O7S2,"['Infectiology', 'Metabolism']",['Antibacterial']
678,Plate02,M07,Plate05,G04,Nicardipine hydrochloride,Prestw-383,54527-84-3,C26H30ClN3O6,['Cardiovascular'],"['Antianginal', 'Antihypertensive']"
679,Plate02,M08,Plate06,G04,Metrizamide,Prestw-463,31112-62-6,C18H22I3N3O8,['Diagnostic'],['Contrastant']
680,Plate02,M09,Plate05,G05,Probucol,Prestw-384,23288-49-5,C31H48O2S2,['Metabolism'],"['Antilipemic', 'Hypocholesterolemic']"
681,Plate02,M10,Plate06,G05,Quetiapine hemifumarate,Prestw-1323,111974-72-2,C46H54N6O8S2,['Central Nervous System'],['Antipsychotic']
682,Plate02,M11,Plate05,G06,Mitoxantrone dihydrochloride,Prestw-385,70476-82-3,C22H30Cl2N4O6,['Oncology'],['Antineoplastic']
683,Plate02,M12,Plate06,G06,Tosufloxacin hydrochloride,Prestw-1464,100490-36-6,C19H16ClF3N4O3,"['Infectiology', 'Metabolism']",['Antibacterial']
684,Plate02,M13,Plate05,G07,GBR 12909 dihydrochloride,Prestw-386,67469-78-7,C28H34Cl2F2N2O,['Central Nervous System'],['Antidepressant']
685,Plate02,M14,Plate06,G07,Efavirenz,Prestw-1400,154598-52-4,C14H9ClF3NO2,"['Infectiology', 'Metabolism']",['Antiviral']
686,Plate02,M15,Plate05,G08,Carbetapentane citrate,Prestw-387,23142-01-0,C26H39NO10,"['Central Nervous System', 'Neuromuscular']","['Antispastic', 'Antitussive', 'Local anesthetic']"
687,Plate02,M16,Plate06,G08,Rifapentine,Prestw-1157,61379-65-5,C47H64N4O12,"['Infectiology', 'Metabolism']",['Antibacterial']
688,Plate02,M17,Plate05,G09,Dequalinium dichloride,Prestw-388,522-51-0,C30H40Cl2N4,['Infectiology'],"['Antibacterial', 'Antiseptic']"
689,Plate02,M18,Plate06,G09,Neostigmine bromide,Prestw-468,114-80-7,C12H19BrN2O2,['Diagnostic'],['Anti-fatigue']
690,Plate02,M19,Plate05,G10,Ketoconazole,Prestw-389,65277-42-1,C26H28Cl2N4O4,"['Infectiology', 'Metabolism']",['Antifungal']
691,Plate02,M20,Plate06,G10,Niridazole,Prestw-469,61-57-4,C6H6N4O3S,"['Infectiology', 'Metabolism']","['Antihelmintic', 'Antiparasitic', 'Antiprotozoal']"
692,Plate02,M21,Plate05,G11,Fusidic acid sodium salt,Prestw-390,751-94-0,C31H47NaO6,"['Infectiology', 'Metabolism']",['Antibacterial']
693,Plate02,M22,Plate06,G11,Ceforanide,Prestw-470,60925-61-3,C20H21N7O6S2,"['Infectiology', 'Metabolism']",['Antibacterial']
694,Plate02,M23,Plate05,G12,DMSO,nan,nan,nan,,
695,Plate02,M24,Plate06,G12,DMSO,nan,nan,nan,,
696,Plate02,N01,Plate07,G01,DMSO,nan,nan,nan,,
697,Plate02,N02,Plate08,G01,DMSO,nan,nan,nan,,
698,Plate02,N03,Plate07,G02,Ciclopirox ethanolamine,Prestw-541,41621-49-2,C14H24N2O3,"['Infectiology', 'Metabolism']","['Antibacterial', 'Antifungal']"
699,Plate02,N04,Plate08,G02,Mizolastine,Prestw-1506,108612-45-9,C24H25FN6O,['Allergology'],[nan]
700,Plate02,N05,Plate07,G03,Probenecid,Prestw-542,57-66-9,C13H19NO4S,['Metabolism'],"['Antigout', 'Uricosuric']"
701,Plate02,N06,Plate08,G03,Amisulpride,Prestw-1217,71675-85-9,C17H27N3O4S,['Central Nervous System'],['Antipsychotic']
702,Plate02,N07,Plate07,G04,Betahistine mesylate,Prestw-543,54856-23-4,C10H20N2O6S2,['Allergology'],['Vasodilator']
703,Plate02,N08,Plate08,G04,Pyridoxine hydrochloride,Prestw-623,58-56-0,C8H12ClNO3,['Metabolism'],[nan]
704,Plate02,N09,Plate07,G05,Tobramycin,Prestw-544,32986-56-4,C18H37N5O9,"['Infectiology', 'Metabolism']",['Antibacterial']
705,Plate02,N10,Plate08,G05,Mercaptopurine,Prestw-1469,50-44-2,C5H4N4S,"['Immunology', 'Oncology']",['Immunosuppressant']
706,Plate02,N11,Plate07,G06,Tetramisole hydrochloride,Prestw-545,5086-74-8,C11H13ClN2S,"['Immunology', 'Infectiology']","['Antihelmintic', 'Antiparasitic', 'Immunomodulator']"
707,Plate02,N12,Plate08,G06,Cytarabine,Prestw-1134,147-94-4,C9H13N3O5,['Oncology'],['Antineoplastic']
708,Plate02,N13,Plate07,G07,Pregnenolone,Prestw-546,145-13-1,C21H32O2,['Endocrinology'],"['Anabolic', 'Anti-inflammatory']"
709,Plate02,N14,Plate08,G07,Racecadotril,Prestw-626,81110-73-8,C21H23NO4S,['Gastroenterology'],['Antidiarrheal']
710,Plate02,N15,Plate07,G08,Molsidomine,Prestw-547,25717-80-0,C9H14N4O4,"['Cardiovascular', 'Hematology']","['Antianginal', 'Anticoagulant', 'Antiplatelet', 'Vasodilator']"
711,Plate02,N16,Plate08,G08,Folic acid,Prestw-627,59-30-3,C19H19N7O6,['Metabolism'],[nan]
712,Plate02,N17,Plate07,G09,Chloroquine diphosphate,Prestw-548,50-63-5,C18H32ClN3O8P2,['Metabolism'],"['Anti-inflammatory', 'Antimalarial', 'Antiprotozoal']"
713,Plate02,N18,Plate08,G09,Benazepril HCl,Prestw-1129,86541-74-4,C24H29ClN2O5,['Cardiovascular'],['Antihypertensive']
714,Plate02,N19,Plate07,G10,Trimetazidine dihydrochloride,Prestw-549,13171-25-0,C14H24Cl2N2O3,['Cardiovascular'],"['Antianginal', 'Anti-ischemic', 'Vasodilator']"
715,Plate02,N20,Plate08,G10,Aniracetam,Prestw-1178,72432-10-1,C12H13NO3,['Central Nervous System'],['Anti-Alzheimer']
716,Plate02,N21,Plate07,G11,Parthenolide,Prestw-550,20554-84-1,C15H20O3,['Metabolism'],"['Anti-inflammatory', 'Antispastic']"
717,Plate02,N22,Plate08,G11,Dimethisoquin hydrochloride,Prestw-630,2773-92-4,C17H25ClN2O,['Neuromuscular'],"['Antipruritic', 'Local anesthetic']"
718,Plate02,N23,Plate07,G12,DMSO,nan,nan,nan,,
719,Plate02,N24,Plate08,G12,DMSO,nan,nan,nan,,
720,Plate02,O01,Plate05,H01,DMSO,nan,nan,nan,,
721,Plate02,O02,Plate06,H01,DMSO,nan,nan,nan,,
722,Plate02,O03,Plate05,H02,Terbutaline hemisulfate,Prestw-391,23031-32-5,C24H40N2O10S,['Respiratory'],"['Antiasthmatic', 'Bronchodilator', 'Muscle relaxant']"
723,Plate02,O04,Plate06,H02,Vatalanib,Prestw-1358,212141-54-3,C20H15ClN4,['Oncology'],['Antineoplastic']
724,Plate02,O05,Plate05,H03,Ketanserin tartrate hydrate,Prestw-392,83846-83-7,C26H30FN3O10,['Cardiovascular'],"['Antihypertensive', 'Vasodilator']"
725,Plate02,O06,Plate06,H03,Itopride,Prestw-1295,122898-67-3,C20H26N2O4,['Metabolism'],[nan]
726,Plate02,O07,Plate05,H04,Hemicholinium bromide,Prestw-393,312-45-8,C24H34Br2N2O4,['Neuromuscular'],['Curarizing']
727,Plate02,O08,Plate06,H04,Cefotetan,Prestw-473,69712-56-7,C17H17N7O8S4,"['Infectiology', 'Metabolism']",['Antibacterial']
728,Plate02,O09,Plate05,H05,Kanamycin A sulfate,Prestw-394,25389-94-0,C18H38N4O15S,"['Infectiology', 'Metabolism']",['Antibacterial']
729,Plate02,O10,Plate06,H05,Fentiazac,Prestw-1254,18046-21-4,C17H12ClNO2S,['Metabolism'],['Anti-inflammatory']
730,Plate02,O11,Plate05,H06,Amikacin hydrate,Prestw-395,37517-28-5,C22H47N5O15,"['Infectiology', 'Metabolism']",['Antibacterial']
731,Plate02,O12,Plate06,H06,Brompheniramine maleate,Prestw-475,980-71-2,C20H23BrN2O4,['Allergology'],"['Antihistaminic', 'Antipruritic', 'Antitussive', 'Sedative']"
732,Plate02,O13,Plate05,H07,Etoposide,Prestw-396,33419-42-0,C29H32O13,['Oncology'],['Antineoplastic']
733,Plate02,O14,Plate06,H07,Primaquine diphosphate,Prestw-476,63-45-6,C15H27N3O9P2,['Infectiology'],['Antimalarial']
734,Plate02,O15,Plate05,H08,"Clomiphene citrate (Z,E)",Prestw-397,50-41-9,C32H36ClNO8,['Endocrinology'],[nan]
735,Plate02,O16,Plate06,H08,Progesterone,Prestw-477,57-83-0,C21H30O2,['Endocrinology'],['Progestogen']
736,Plate02,O17,Plate05,H09,Oxantel pamoate,Prestw-398,68813-55-8,C49H48N4O8,['Infectiology'],['Antihelmintic']
737,Plate02,O18,Plate06,H09,Felodipine,Prestw-478,72509-76-3,C18H19Cl2NO4,['Neuromuscular'],"['Antianginal', 'Antihypertensive']"
738,Plate02,O19,Plate05,H10,Prochlorperazine dimaleate,Prestw-399,84-02-6,C28H32ClN3O8S,['Central Nervous System'],"['Antiemetic', 'Antipsychotic']"
739,Plate02,O20,Plate06,H10,Raclopride,Prestw-1325,84225-95-6,C15H20Cl2N2O3,['Central Nervous System'],[nan]
740,Plate02,O21,Plate05,H11,Hesperidin ,Prestw-400,520-26-3,C28H34O15,['Oncology'],"['Anti-haemorrhoids', 'Antineoplastic', 'Anti-oxidant']"
741,Plate02,O22,Plate06,H11,Closantel,Prestw-1385,57808-65-8,C22H14Cl2I2N2O2,"['Infectiology', 'Metabolism']","['Antihelmintic', 'Antiparasitic']"
742,Plate02,O23,Plate05,H12,DMSO,nan,nan,nan,,
743,Plate02,O24,Plate06,H12,DMSO,nan,nan,nan,,
744,Plate02,P01,Plate07,H01,DMSO,nan,nan,nan,,
745,Plate02,P02,Plate08,H01,DMSO,nan,nan,nan,,
746,Plate02,P03,Plate07,H02,Hexetidine,Prestw-551,141-94-6,C21H45N3,['Infectiology'],"['Antifungal', 'Antiseptic']"
747,Plate02,P04,Plate08,H02,Alendronate sodium,Prestw-1210,121268-17-5,C4H12NNaO7P2,['Metabolism'],['Antiosteoporetic']
748,Plate02,P05,Plate07,H03,Selegiline hydrochloride,Prestw-552,14611-52-0,C13H18ClN,['Central Nervous System'],['Antiparkinsonian']
749,Plate02,P06,Plate08,H03,Dipivefrin hydrochloride,Prestw-632,64019-93-8,C19H30ClNO5,['Ophthalmology'],['Antiglaucoma']
750,Plate02,P07,Plate07,H04,Pentamidine isethionate,Prestw-553,140-64-7,C23H36N4O10S2,['Infectiology'],"['Antifungal', 'Antiparasitic', 'Antiprotozoal']"
751,Plate02,P08,Plate08,H04,Thiorphan,Prestw-633,76721-89-6,C12H15NO3S,['Gastroenterology'],['Antidiarrheal']
752,Plate02,P09,Plate07,H05,Tolazamide,Prestw-554,1156-19-0,C14H21N3O3S,['Metabolism'],['Antidiabetic']
753,Plate02,P10,Plate08,H05,Tomoxetine hydrochloride,Prestw-1463,82248-59-7,C17H22ClNO,['Central Nervous System'],[nan]
754,Plate02,P11,Plate07,H06,Nifuroxazide,Prestw-555,965-52-6,C12H9N3O5,"['Infectiology', 'Metabolism']",['Antibacterial']
755,Plate02,P12,Plate08,H06,Aceclidine Hydrochloride,Prestw-1511,6109-70-2,C9H16ClNO2,['Ophthalmology'],['Antiglaucoma']
756,Plate02,P13,Plate07,H07,Mirtazapine,Prestw-1144,61337-67-5,C17H19N3,['Central Nervous System'],['Antidepressant']
757,Plate02,P14,Plate08,H07,Penciclovir,Prestw-1488,39809-25-1,C10H15N5O3,"['Infectiology', 'Metabolism']",['Antiviral']
758,Plate02,P15,Plate07,H08,Dirithromycin,Prestw-557,62013-04-1,C42H78N2O14,"['Infectiology', 'Metabolism']",['Antibacterial']
759,Plate02,P16,Plate08,H08,Levetiracetam,Prestw-1427,102767-28-2,C8H14N2O2,['Central Nervous System'],['Anticonvulsant']
760,Plate02,P17,Plate07,H09,Gliclazide,Prestw-558,21187-98-4,C15H21N3O3S,['Metabolism'],"['Anticoagulant', 'Antidiabetic']"
761,Plate02,P18,Plate08,H09,Dexfenfluramine hydrochloride,Prestw-1392,3239-45-0,C12H17ClF3N,['Central Nervous System'],['Anorectic']
762,Plate02,P19,Plate07,H10,DO 897/99,Prestw-559,not available,C26H33Cl2N3O2,['Central Nervous System'],['Antidepressant']
763,Plate02,P20,Plate08,H10,Etoricoxib,Prestw-1408,202409-33-4,C18H15ClN2O2S,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
764,Plate02,P21,Plate07,H11,Prenylamine lactate,Prestw-560,69-43-2,C27H33NO3,"['Cardiovascular', 'Central Nervous System']","['Antianginal', 'Anxiolytic', 'Vasodilator']"
765,Plate02,P22,Plate08,H11,Sertindole,Prestw-1341,106516-24-9,C24H26ClFN4O,['Central Nervous System'],['Antipsychotic']
